q1,x1,y1,z1,px1,py1,pz1,x2,y2,z2,px2,py2,pz2,q2,vtx,vty,vtz,vpx,vpy,vpz
1,-46.339,-26.3625,594.954,-0.000263618,-0.768204,14.4424,-23.9048,-95.6041,1899.96,0.386642,-0.76284,14.4077,1,-0.0244224,0.357078,37.9568,-4.17431,-1.00384,22.0471
1,1.21212,17.2952,594.55,1.07289,1.40332,42.1314,43.4221,62.018,1936.84,1.45921,1.40254,42.0956,1,0.229394,-0.0288781,30.7524,-1.59777,1.43954,50.9495
1,-8.70774,-19.8752,594.66,0.510926,-1.40655,39.9554,16.0905,-65.822,1899.87,0.897861,-1.40524,39.9247,1,-0.282576,-0.421999,32.1689,-2.48003,-1.72315,46.1164
1,-12.0201,21.8194,594.657,0.554217,0.765335,16.6696,52.9598,83.4672,1936.83,0.940629,0.763496,16.6299,1,3.3044,0.981065,5.69211,-2.46475,0.43476,25.3235
1,-9.64206,-10.4176,594.662,-0.00304421,-1.19987,60.7126,-4.38381,-36.2096,1899.89,0.383767,-1.19907,60.6868,1,0.371375,-0.0743004,25.7638,-2.85181,-1.02856,69.0131
1,-44.7253,-28.8482,594.948,1.32051,-0.340791,16.2474,81.3924,-56.2448,1899.68,1.70512,-0.339157,16.1891,1,-3.9871,-0.0203375,-658.061,-1.96815,-0.574944,26.4177
1,-15.0874,-22.7063,594.71,0.449978,-0.988568,22.0306,26.2977,-81.2588,1899.79,0.836821,-0.986298,21.9965,1,0.495973,-0.00157554,48.0853,-2.60132,-0.953196,28.8845
1,-12.421,5.60535,594.666,0.681581,0.0968806,17.0687,60.9916,13.2178,1936.96,1.06693,0.0962813,17.03,1,-0.405828,-0.0980443,30.0602,-2.61932,0.462515,25.837
1,-9.91291,-14.5026,594.653,0.768211,-0.482415,13.0617,91.7591,-62.7664,1899.69,1.15323,-0.480883,13.0115,1,-1.97167,0.371429,33.4741,-2.14953,-0.442416,20.0324
1,2.30156,-5.87197,594.562,1.54871,-0.584255,60.8932,40.8038,-18.3987,1899.79,1.9345,-0.584088,60.8574,1,-0.145874,0.516604,26.5292,-1.7613,-0.716297,68.771
1,5.02629,12.511,594.523,1.57896,1.04281,50.0309,54.1428,40.502,1936.88,1.96465,1.0425,49.9927,1,-0.727121,0.0283251,46.2256,-1.10304,1.15609,56.6962
1,-8.0904,8.57913,594.636,0.505416,0.22774,12.0031,76.6686,34.0854,1936.97,0.890674,0.227228,11.9589,1,0.301568,0.0524681,39.3376,-2.18182,0.355953,20.1994
1,-39.7949,23.1676,594.857,-1.88122,1.83534,42.4007,-91.3827,80.9127,1936.64,-1.51965,1.85031,43.0341,1,-1.05292,0.496002,40.7349,-5.1248,1.82578,49.5387
1,-49.6574,24.156,594.938,-0.441603,0.748235,16.6794,-64.973,84.1404,1936.64,-0.0555045,0.743491,16.663,1,0.210429,-0.0105743,52.0026,-4.16834,0.928712,24.3415
1,-35.7487,33.6127,594.824,-0.185732,1.3913,21.425,-31.5293,120.62,1936.67,0.202537,1.38637,21.4022,1,-0.00543942,0.417521,44.6049,-3.74848,1.80778,29.0962
1,-6.2207,36.6764,594.588,0.951263,0.995198,15.8397,95.9792,121.139,1936.83,1.338,0.99313,15.7894,1,-2.86926,0.853785,6.61306,-1.87516,1.23737,24.4306
1,-6.95797,17.7321,594.617,1.26563,1.4212,68.3388,22.8413,45.6473,1936.82,1.65202,1.42053,68.3055,1,0.38727,-0.0277882,-300.335,-1.7499,1.51071,78.0434
1,-24.7818,24.4241,594.742,0.556995,0.712755,16.0867,43.0012,84.7197,1936.81,0.919436,0.698549,15.5224,1,-0.483283,0.801353,41.0914,-2.97771,0.951126,22.292
1,-13.6886,-6.90716,594.681,-0.571338,-0.845931,62.703,-20.4329,-24.5116,1899.92,-0.184715,-0.84526,62.6805,1,-0.254413,0.15752,56.2855,-3.36046,-0.974304,70.3695
1,1.20481,-7.09091,594.573,1.37736,-0.649096,65.5051,33.5801,-20.0269,1899.77,1.76328,-0.648896,65.471,1,-0.0815044,-0.0137825,46.4807,-1.68533,-0.827624,72.0844
1,-14.3269,16.7891,594.659,0.681834,0.358612,10.9411,100.439,60.8837,1936.95,1.06678,0.357584,10.8886,1,-0.346954,-0.424203,27.5872,-2.44243,0.428461,18.0179
1,-13.4087,11.058,594.675,0.485547,0.547934,26.4787,23.9623,38.8315,1936.86,0.871813,0.547073,26.4455,1,-0.138856,-0.396119,56.9941,-2.7465,0.502144,33.0495
1,-3.04116,-6.48622,594.606,0.781875,-1.1397,80.756,13.5955,-24.9074,1899.83,1.16821,-1.1393,80.7261,1,0.0464417,0.262742,27.0607,-2.28637,-0.765971,86.699
1,17.1491,-5.07701,594.442,2.97434,-0.685493,58.0595,89.5811,-20.4977,1899.7,3.35863,-0.685576,58.0177,1,0.0392587,-0.0209448,37.7034,0.22854,-0.33155,66.6239
1,11.671,-8.38275,594.5,1.98038,-0.548236,51.4422,68.1968,-22.3017,1899.67,2.36535,-0.548236,51.4015,1,0.276063,0.264215,52.5446,-0.391927,-1.00671,57.926
1,5.69922,9.07697,594.523,1.14599,0.349654,18.8494,105.302,34.0336,1937.04,1.5302,0.349663,18.7993,1,-0.044155,-0.303338,83.1991,-1.30092,-0.153275,34.9594
1,-19.1187,9.16296,594.715,0.264686,0.175596,18.7059,17.9152,21.7541,1936.85,0.650664,0.175045,18.6739,1,-0.359925,0.418799,46.2601,-2.69981,0.333458,25.9431
1,17.689,13.9249,594.424,2.60403,1.14736,50.1727,94.1035,44.6541,1936.96,2.98835,1.14762,50.1266,1,0.238593,0.126116,30.69,0.179205,1.47485,59.6186
1,-19.6641,-8.71252,594.728,-1.01782,-0.921953,54.3787,-38.1568,-30.8323,1899.97,-0.631095,-0.921053,54.3601,1,-0.336427,0.570134,68.9382,-4.01918,-1.18984,64.7607
1,-5.40096,6.35418,594.613,0.761854,0.599097,49.5014,22.0723,22.6,1936.85,1.14798,0.598715,49.4695,1,-0.061672,0.74977,25.982,-2.35709,0.642331,59.8404
1,-6.30894,-4.92738,594.628,0.304751,-0.674258,64.0107,4.95001,-18.6754,1899.85,0.691235,-0.673934,63.9868,1,-0.481643,-0.395002,53.612,-2.28113,-0.370188,72.3804
1,12.9472,-28.2536,594.497,2.22143,-2.63728,49.8968,77.5726,-97.2836,1899.68,2.60782,-2.6371,49.8536,1,-0.232933,0.27306,56.5036,-0.24129,-3.05222,57.4004
1,10.5515,-15.1261,594.519,1.8885,-0.983036,40.1781,79.9545,-47.0873,1899.66,2.27344,-0.983007,40.1341,1,0.242764,-0.0897181,30.1901,-0.950156,-1.42089,47.1821
1,-17.4595,-11.5451,594.72,-0.764748,-1.1771,61.7631,-28.3903,-36.4118,1899.95,-0.377886,-1.17607,61.742,1,-0.116439,-0.0165003,30.8291,-3.88034,-1.53794,70.2379
1,-35.3753,-14.428,594.847,-0.54434,-0.718532,23.5288,-51.8522,-54.2189,1900.01,-0.158018,-0.716084,23.5117,1,0.128441,0.0646919,41.6507,-3.8668,-0.930308,31.6035
1,-31.8768,40.9499,594.797,0.250995,0.987943,12.7247,21.4223,145.006,1936.72,0.639479,0.982825,12.6956,1,-0.487575,-0.374655,45.9205,-3.29851,1.52683,19.3738
1,-21.6625,19.0535,594.728,-0.600472,2.04336,56.1207,-30.0039,67.8435,1936.71,-0.244531,2.17431,60.7491,1,-0.903174,-0.0667439,28.759,-4.15492,1.9971,64.3387
1,-17.594,-14.5084,594.717,-1.24255,-1.93613,72.3036,-35.5552,-49.4494,1899.97,-0.855544,-1.93472,72.2842,1,0.293818,0.162162,57.0558,-4.40609,-2.30832,83.4296
1,9.73974,-33.4981,594.525,2.52678,-3.69547,59.5416,70.6052,-114.545,1899.73,2.91406,-3.69489,59.4991,1,-2.69725,0.362894,29.0073,-0.33582,-3.88474,68.2237
1,-25.2624,-12.6994,594.779,0.217357,-0.57068,20.9068,3.77172,-48.3053,1899.84,0.603615,-0.56927,20.8766,1,-0.390243,0.39497,27.0298,-3.05312,-0.5689,27.8091
1,-0.651059,11.4448,594.566,0.90401,0.339119,19.0706,80.733,35.3435,1936.87,1.28907,0.338659,19.0257,1,0.297723,0.374843,98.8344,-1.91063,0.864326,24.5904
1,15.2049,-22.9721,594.485,2.71048,-2.29876,58.6425,81.0615,-74.1682,1899.68,3.096,-2.2989,58.5986,1,-0.241378,-0.222149,37.5814,0.0974344,-2.8448,65.1227
1,-11.157,-0.261663,594.662,-0.356917,-0.0723225,58.0909,-13.6199,-1.88627,1899.91,0.0296171,-0.0722708,58.0781,1,0.122547,-0.48309,78.0113,-3.16997,0.0308961,69.2894
1,-5.33583,-35.5796,594.647,0.915177,-2.22624,38.872,33.7742,-110.371,1899.85,1.31569,-2.24831,39.2501,1,0.432216,-1.55693,43.2635,-2.76794,-3.01613,47.2356
1,-9.8498,-4.14253,594.647,0.726621,-0.251232,15.417,72.6786,-25.43,1899.69,1.1117,-0.250784,15.3754,1,0.171297,0.0217165,44.2416,-2.0647,-0.0723982,22.3065
1,-5.32135,-37.9581,594.645,0.358847,-3.67128,50.5837,10.3921,-132.688,1899.88,0.747946,-3.66884,50.5551,1,0.007022,-0.13334,40.3838,-1.95563,-3.69368,58.4681
1,-13.3619,20.2868,594.663,0.156468,1.66015,45.5132,-1.31761,69.2321,1936.77,0.54366,1.65853,45.4859,1,0.379636,0.482146,29.149,-2.83729,1.75527,53.8311
1,-41.4853,-38.7396,594.926,-0.680391,-1.75084,24.3201,-64.598,-132.523,1900.05,-0.291447,-1.7448,24.3052,1,-0.146709,0.191579,27.4427,-4.38905,-1.87505,32.4048
1,-4.43826,5.51251,594.606,0.679963,0.465089,44.3077,23.7756,19.604,1936.85,1.06613,0.464835,44.2758,1,0.207025,0.231941,47.6614,-2.08095,0.369694,51.37
1,-25.4616,10.1349,594.761,-1.21233,0.800564,51.4657,-50.5261,30.9941,1936.72,-0.825757,0.799431,51.4488,1,-0.17548,-0.218336,35.8094,-4.34491,1.22712,57.8095
1,-7.17165,21.0417,594.616,-0.0716095,1.90175,51.4002,-2.46139,70.6925,1936.76,0.315789,1.90034,51.3747,1,3.19108,0.366502,58.1801,-2.52127,2.06933,58.1001
1,-23.2959,28.0354,594.737,0.40646,0.402828,9.03912,74.7396,87.7865,1936.85,0.792536,0.398854,8.99237,1,1.70877,0.0592148,89.8261,-2.83947,1.06769,17.3802
1,9.35198,-1.19234,594.509,1.97227,-0.26272,58.66,58.7426,-7.0398,1899.73,2.35791,-0.262696,58.6319,1,-0.0686794,-0.184768,36.4926,-0.422408,0.187353,70.6974
1,-0.412314,-1.75464,594.584,1.27632,-0.380562,72.3807,27.0655,-8.61796,1899.81,1.6626,-0.380488,72.3588,1,0.362419,-0.279378,46.9154,-2.04106,0.09444,80.6175
1,-31.99,-17.693,594.847,-0.805209,-1.20687,33.5866,-53.6578,-64.5421,1900.01,-0.418468,-1.20435,33.5701,1,0.0822603,0.372687,43.6314,-4.03461,-1.19528,39.6789
1,-11.9146,26.3747,594.65,0.313943,1.73954,41.1881,6.53571,83.0493,1936.77,0.701285,1.73771,41.1592,1,-0.0253456,0.449569,30.227,-2.9056,2.33209,48.9847
1,-35.4819,-15.8869,594.855,-0.664716,-1.07201,27.1698,-55.5212,-67.3169,1900.02,-0.278141,-1.0692,27.1534,1,0.470101,0.128673,36.1677,-4.05792,-0.901206,34.6747
1,3.30229,-29.6653,594.576,1.53253,-2.82284,52.293,47.7698,-100.144,1899.77,1.91965,-2.82184,52.2557,1,-0.921637,-0.360542,29.3075,-1.3079,-2.90696,59.1785
1,10.6726,-27.658,594.518,2.1411,-2.41372,48.1623,75.4501,-93.114,1899.75,2.52751,-2.41343,48.1191,1,0.55656,-1.17327,39.7741,-0.833767,-2.45211,55.0948
1,9.68674,-4.42459,594.504,1.7732,-0.228535,41.8622,72.691,-11.5561,1899.66,2.1582,-0.228566,41.8239,1,0.324041,0.167874,54.8318,-0.967626,-0.780012,50.2632
1,-40.2341,-32.2806,594.903,0.314765,-0.395751,7.347,60.1451,-102.413,1899.67,0.701309,-0.390419,7.30147,1,0.475435,0.156354,36.7303,-3.23784,-1.0732,14.3337
1,-5.84503,33.8663,594.601,0.760456,2.33227,34.0119,34.176,125.92,1936.79,1.14802,2.32892,33.9619,1,0.543909,-1.56287,56.3175,-2.98212,3.5742,57.0307
1,-33.4629,-19.7636,594.861,-1.38543,-1.4839,41.8262,-68.9684,-66.0397,1900.06,-1.00888,-1.49471,42.1921,1,0.477528,-1.30219,30.2443,-4.90159,-1.46403,50.4418
1,-8.74852,35.3043,594.621,0.67439,1.3594,21.9304,48.0644,118.534,1936.84,1.06225,1.35707,21.8922,1,-0.288319,-0.145426,27.6164,-2.12602,1.88646,28.6489
1,-19.4916,49.411,594.692,0.992825,2.26485,51.3855,13.0479,108.556,1936.77,1.38076,2.26237,51.352,1,3.04599,1.99223,-661.683,-1.90353,2.15497,62.2429
1,-27.9705,33.1063,594.762,-0.578809,1.80456,33.7731,-40.9344,104.737,1936.67,-0.190803,1.80086,33.7539,1,0.394902,0.209115,32.7034,-3.79336,2.84748,42.6894
1,-12.7974,-37.5348,594.707,0.454828,-2.19692,33.156,14.942,-124.006,1899.85,0.843319,-2.19411,33.1249,1,0.0066545,0.17002,38.4755,-3.29985,-3.02922,46.9717
1,-27.6696,-16.9439,594.811,-1.22511,-1.53461,48.2838,-54.0933,-58.3968,1900,-0.838227,-1.53241,48.2678,1,-0.0147816,0.325327,31.9115,-4.69722,-1.61252,56.3076
1,4.56651,3.81249,594.533,1.58027,0.64452,52.8909,51.0543,20.1753,1936.89,1.96595,0.644361,52.8572,1,-0.206892,-0.136048,40.4678,-1.1093,0.145096,62.0178
1,-47.8068,-27.9417,594.962,0.249016,-0.529075,10.6114,13.4332,-92.9115,1899.92,0.635534,-0.525729,10.5764,1,-0.304552,0.179423,39.6492,-3.77021,-1.00909,18.2011
1,-9.75744,33.3685,594.632,0.521896,1.87805,31.4249,23.3542,113.585,1936.77,0.910062,1.87601,31.3924,1,-0.26258,0.00365296,29.4165,-2.54345,2.35238,39.7496
1,-27.9197,-16.1137,594.808,-0.497651,-0.964657,31.8622,-38.1643,-55.5933,1899.97,-0.110934,-0.962714,31.8424,1,-0.279117,-0.0278745,31.1113,-3.68762,-1.12478,39.6029
1,-13.487,-33.7541,594.704,0.0370481,-2.62123,42.7289,-4.73561,-113.803,1899.89,0.425652,-2.61853,42.7028,1,-0.155958,0.60707,54.8428,-2.53368,-3.24971,48.5877
1,13.3236,-2.1873,594.487,2.521,-0.219789,57.5587,76.0998,-7.17413,1899.64,2.90613,-0.219838,57.5266,1,0.0987087,-0.433124,42.7913,-0.28253,-0.293386,66.6092
1,-3.92255,-15.233,594.617,0.934071,-0.990536,37.2161,37.5324,-49.9806,1899.79,1.32027,-0.989782,37.1805,1,-0.23476,0.281351,36.2565,-2.10078,-1.38729,44.9739
1,-29.0306,-5.8784,594.813,-1.3921,-0.650408,49.0839,-59.4799,-23.1612,1900.01,-1.00593,-0.649515,49.069,1,0.235242,-0.0978114,71.2217,-4.88171,-0.338715,56.71
1,-7.93313,-37.3544,594.668,0.712234,-1.16353,21.3334,50.9279,-108.576,1899.81,1.0999,-1.16162,21.2942,1,0.458718,0.250554,26.5332,-2.34975,-2.01504,28.6048
1,-27.4128,3.0865,594.786,-0.220504,0.155739,27.3174,-25.919,10.7295,1936.77,0.165572,0.155368,27.2982,1,-0.314215,-0.0351901,31.9393,-3.5296,0.276515,34.0689
1,-5.64765,10.8946,594.612,0.348485,1.55928,80.9816,4.29602,36.7372,1936.79,0.735245,1.55863,80.9536,1,-0.568316,-0.171872,44.868,-2.35799,1.71709,89.0747
1,-11.8909,17.0631,594.653,1.20282,1.12031,68.2056,16.7277,39.1086,1936.82,1.58912,1.11961,68.1726,1,4.08317,-1.50959,-663.028,-1.71027,1.06288,76.3872
1,8.03926,-26.5052,594.529,1.65976,-1.60529,30.77,89.019,-94.6635,1899.61,2.04582,-1.60471,30.7232,1,0.186447,0.546536,35.0813,-1.22827,-1.73866,37.767
1,-3.28628,34.5012,594.579,0.830891,0.976053,19.6003,70.9735,101.41,1936.89,1.21757,0.974535,19.5573,1,-1.5395,0.527914,65.6386,-1.59545,1.9283,26.6528
1,-19.3876,6.28678,594.721,0.124609,0.25761,23.3984,2.17099,21.0516,1936.8,0.510738,0.256908,23.3701,1,-0.0662028,0.0283146,27.3517,-3.02427,0.404474,40.5194
1,-34.0132,25.008,594.807,0.306379,0.29275,6.49553,81.8482,85.498,1936.9,0.692244,0.289719,6.44529,1,0.189569,0.10245,78.206,-2.88559,0.481251,12.0673
1,-11.2442,8.88302,594.656,0.370376,0.657523,39.3834,9.94771,31.2888,1936.82,0.756817,0.656853,39.3538,1,-0.25042,0.280045,29.9251,-2.72014,0.616381,46.0611
1,-5.55371,-9.44851,594.627,0.515128,-0.93488,62.7639,10.3072,-28.8901,1899.84,0.903395,-0.935979,62.8568,1,0.016149,0.00227815,42.2816,-2.35968,-1.43285,69.841
1,-7.85323,0.413432,594.639,-0.430908,0.11124,83.911,-10.7092,2.14366,1899.9,-0.0443375,0.111207,83.8979,1,3.60665,0.613283,27.695,-3.46737,-0.0904547,90.2733
1,-1.57218,-25.9871,594.61,1.06685,-2.17184,45.3581,36.2869,-88.4957,1899.79,1.45406,-2.17053,45.3232,1,-0.0137967,0.0174867,36.5937,-2.07177,-2.43314,51.8957
1,-43.4425,-19.8583,594.923,0.172587,-0.14061,13.1434,-1.73754,-33.7333,1899.88,0.558097,-0.138627,13.1109,1,-0.113336,-0.565913,26.3038,-3.48951,-0.827683,19.7467
1,-31.8904,-12.3447,594.825,-0.206642,-0.437015,20.661,-29.3229,-39.9084,1899.94,0.179526,-0.435465,20.6386,1,0.683632,1.19634,29.1114,-3.43393,-0.527501,27.7871
1,-17.9414,49.7889,594.673,0.379511,1.96043,25.1897,15.9042,154.413,1936.74,0.762204,1.94221,24.8818,1,-0.477537,-0.126281,29.9001,-2.97711,3.10833,33.239
1,-23.4123,-11.5411,594.764,-0.205407,-0.506644,30.7487,-21.6279,-33.0287,1899.93,0.181132,-0.505594,30.7255,1,0.290273,-0.0551073,48.5765,-3.53153,-1.03723,39.3382
1,-3.45494,-9.31543,594.61,0.986255,-0.61394,43.9818,33.1633,-27.5379,1899.79,1.37231,-0.613515,43.9473,1,0.281017,0.229438,38.2207,-2.22612,-1.02435,51.4203
1,-7.30887,26.4462,594.617,0.685832,1.57328,35.496,28.1733,85.9438,1936.81,1.07302,1.57182,35.4625,1,0.0895931,0.336591,36.6848,-2.4934,2.24768,42.4938
1,-41.7569,-21.3315,594.915,-0.146389,-0.861257,15.9458,-34.0153,-92.8672,1899.99,0.241055,-0.943641,17.2444,1,-0.347771,0.0389992,75.2126,-3.4947,-1.00782,22.0447
1,-10.2643,2.85532,594.655,0.0968291,0.115254,43.3245,0.516723,6.42392,1936.81,0.483289,0.115089,43.3083,1,-0.330458,-0.380851,71.0369,-1.99849,0.685008,52.9183
1,-9.14199,-23.7543,594.665,0.744126,-1.07642,22.9444,47.3438,-85.0062,1899.77,1.13073,-1.07473,22.9057,1,0.385357,0.0170688,37.0305,-2.16776,-1.22055,30.3301
1,-34.6212,-8.46447,594.845,-1.13752,-0.67783,34.3236,-68.4827,-34.2085,1900.03,-0.751432,-0.676318,34.3106,1,-0.716653,0.190277,50.5689,-4.08673,-0.692802,40.5438
1,-37.2035,-9.31763,594.859,-0.824115,-0.555564,30.9725,-61.5245,-32.6945,1900.02,-0.438149,-0.553998,30.9569,1,-0.512658,0.140108,29.4852,-5.13059,-0.86553,48.6783
1,-27.5234,-37.4802,594.816,0.2603,-0.881314,11.9087,28.4694,-133.956,1899.85,0.648694,-0.876101,11.8726,1,-0.654627,-0.398535,37.3564,-3.18264,-1.35162,23.3453
1,-3.14654,0.154924,594.6,0.879033,0.0932594,45.1782,30.4371,2.92639,1936.86,1.26524,0.0932511,45.1553,1,0.307558,-0.277049,37.0001,-2.17461,-0.226129,51.4478
1,-12.8361,-11.6504,594.684,0.536034,-0.451883,19.459,39.7528,-41.9691,1899.77,0.921918,-0.451105,19.4219,1,0.0563468,-0.219395,93.2763,-2.49569,-0.635908,25.5371
1,12.0879,-9.89125,594.499,1.886,-0.366079,34.1233,93.7057,-23.9147,1899.64,2.27016,-0.366239,34.0762,1,0.659623,-0.873751,30.3366,-1.05146,-0.717315,41.5327
1,8.45839,2.82726,594.511,1.80446,0.241285,44.6065,70.3286,10.0931,1936.88,2.18989,0.241312,44.5755,1,-0.106133,0.0819989,33.3324,-1.02234,0.147349,56.4274
1,-25.6246,-17.0186,594.795,-0.810461,-1.47386,50.273,-40.2372,-55.2602,1899.98,-0.42356,-1.47193,50.2534,1,-3.88842,-1.45223,19.7309,-4.20531,-1.55524,60.0012
1,-13.8982,-14.0737,594.687,-0.870167,-2.08754,82.9533,-23.6939,-46.9141,1899.94,-0.483196,-2.08634,82.9311,1,-0.182416,0.181135,32.4064,-3.81018,-2.16705,89.5997
1,-7.3398,-20.5554,594.649,0.750478,-0.931256,23.1355,49.025,-73.1133,1899.72,1.13694,-0.929994,23.0968,1,-0.0208121,0.0996822,40.1816,-2.26907,-0.881852,31.0797
1,-0.4521,21.9683,594.574,0.997213,1.30485,31.5145,52.7748,77.5691,1936.86,1.38368,1.30368,31.4763,1,-0.244631,-0.177084,33.0095,-1.89863,1.51311,39.4174
1,-6.96245,-9.16817,594.638,0.402154,-1.12141,67.1519,5.66652,-30.9639,1899.86,0.788768,-1.12081,67.1236,1,-0.308611,-0.358783,60.1302,-2.71513,-1.15198,73.7154
1,9.51367,17.1236,594.493,1.44392,0.916058,29.9185,85.6183,58.271,1936.91,1.82904,0.91583,29.8738,1,0.843263,-0.714411,44.2098,-1.33154,1.57048,38.0114
1,-44.8143,2.55014,594.921,-0.165283,0.0347062,17.5,-38.2881,5.19774,1936.73,0.219962,0.0343835,17.4867,1,-3.3904,1.44164,7.01065,-3.79482,-0.219061,24.5061
1,10.5183,12.0805,594.497,2.22485,1.19038,56.7078,69.1418,40.2742,1936.88,2.61008,1.1903,56.6666,1,0.470941,0.0482063,80.2671,-0.523893,1.80275,65.1885
1,3.4387,-26.1902,594.574,1.86661,-3.2059,72.4044,41.569,-83.9949,1899.78,2.25353,-3.20511,72.3683,1,-2.15549,-0.807341,55.7084,-0.743675,-3.84753,79.3044
1,8.75748,9.56537,594.504,1.88104,0.763857,45.0803,72.2679,32.3265,1936.94,2.26616,0.763694,45.0382,1,0.301882,-1.10518,31.9146,-0.960966,1.12339,53.1138
1,-21.0584,21.0723,594.724,0.215592,0.593042,18.9953,11.9794,62.9482,1936.8,0.602283,0.591343,18.9643,1,-0.0220288,0.586559,37.6379,-2.8086,0.9033,25.5602
1,5.99756,3.4921,594.539,1.87497,0.288185,50.174,62.8901,11.2065,1936.94,2.2603,0.288155,50.1375,1,0.246225,-0.203886,47.5756,-1.4026,0.309005,58.7023
1,-28.4028,22.7522,594.777,-0.781613,1.87969,40.7458,-45.8498,84.6099,1936.68,-0.39437,1.87666,40.7277,1,-0.446054,0.100585,29.9383,-4.3297,1.73576,47.6989
1,-14.493,-0.0286059,594.687,-0.303728,-0.132694,64.6566,-15.6329,-2.70716,1899.91,0.0827299,-0.132657,64.6433,1,-0.56452,-0.215565,27.213,-3.73165,0.181902,74.0017
1,-28.1363,-10.239,594.803,-1.07841,-0.833887,42.1431,-53.877,-36.0431,1900.01,-0.691885,-0.832491,42.1272,1,-0.253582,0.0702397,49.4369,-4.33578,-0.985738,50.1546
1,-23.6245,-13.4344,594.77,0.530775,-0.446773,13.7742,50.2203,-55.7804,1899.78,0.916468,-0.445326,13.732,1,0.771229,1.17722,26.1078,-2.78223,-0.568924,20.1555
1,-4.76357,46.9399,594.572,0.72588,2.67732,33.3424,34.7652,154.741,1936.77,1.1117,2.66215,33.1397,1,-0.0492355,0.0918138,27.9845,-2.1592,3.38955,42.79
1,-2.27439,-23.3281,594.614,1.0045,-2.06295,46.7099,32.7361,-80.9814,1899.77,1.39136,-2.06173,46.6757,1,0.643729,-0.0370359,52.592,-2.25459,-2.45121,53.245
1,-9.72777,-12.0552,594.658,-0.050489,-1.96458,78.0638,-6.43125,-44.9001,1899.89,0.336325,-1.96361,78.038,1,-0.143469,0.257652,29.248,-3.4291,-1.66908,87.8695
1,-20.1324,5.74779,594.73,-0.543341,0.516507,53.7429,-27.4308,18.6398,1936.75,-0.156862,0.515998,53.7268,1,-0.148067,-0.486725,39.2116,-4.19655,0.607001,61.094
1,-32.1929,-39.5088,594.854,0.12314,-1.37112,19.614,-7.36719,-130.648,1899.91,0.512267,-1.36777,19.6047,1,0.333132,0.199567,44.3476,-3.73676,-1.83923,26.2398
1,-30.9253,20.4026,594.804,-1.43262,1.60352,42.0585,-68.6044,71.5076,1936.62,-1.04556,1.60059,42.0458,1,0.259828,-0.119064,49.1669,-4.39751,2.09299,49.6466
1,-15.3004,39.3551,594.662,-0.0832778,2.76715,41.0561,-9.73026,129.778,1936.71,0.305782,2.76391,41.031,1,-0.0978051,-0.00573364,42.4477,-3.20677,3.86924,47.9948
1,-1.14748,2.73204,594.574,1.08456,0.103461,17.0782,103.952,10.8879,1937.04,1.46885,0.103629,17.0304,1,-0.359948,-0.0292013,29.1332,-2.32815,0.0391942,24.6041
1,-38.3575,-6.92461,594.867,-1.33755,-0.345839,32.2119,-82.5602,-20.911,1900.09,-0.952082,-0.344742,32.202,1,0.0707258,-0.0772895,25.4419,-4.27074,-0.570335,40.6835
1,-7.68817,37.179,594.603,0.917314,1.92621,27.981,48.5041,129.605,1936.78,1.30543,1.92372,27.9422,1,0.277022,-0.00377851,33.9308,-2.4955,2.50914,36.2448
1,-1.10262,-24.4991,594.604,1.49216,-2.30832,49.3599,44.9305,-85.5537,1899.79,1.87893,-2.30719,49.3223,1,-2.50616,-0.91903,36.3496,-1.69204,-2.17922,56.4483
1,19.3559,0.983581,594.43,3.2405,-0.018074,67.5167,86.7843,0.634928,1899.69,3.62516,-0.0180138,67.4831,1,1.31071,0.374505,36.8509,0.806634,0.326737,72.8275
1,11.1775,-6.71462,594.506,2.13723,-0.481124,49.4895,74.0731,-19.4126,1899.7,2.52198,-0.481134,49.447,1,0.0273121,0.261157,43.138,-0.524802,-0.717819,58.9387
1,-18.5451,11.1835,594.707,-2.05357,1.73989,79.955,-48.7951,40.3761,1936.7,-1.66662,1.73865,79.9387,1,0.592446,0.537267,81.4999,-4.78646,1.62301,87.0107
1,-10.2191,31.3583,594.63,0.346482,2.2024,37.991,10.9592,109.158,1936.76,0.734491,2.20018,37.9616,1,-0.169848,-0.00736079,39.9288,-2.52628,2.63832,46.14
1,-1.20894,-17.6387,594.605,0.955383,-1.02553,30.7364,49.9017,-61.2061,1899.73,1.34153,-1.02475,30.6985,1,0.188192,-0.290312,38.2264,-2.04557,-1.29588,39.2405
1,-0.787737,-16.1173,594.597,1.00513,-1.45162,52.7676,30.2067,-52.0304,1899.83,1.39158,-1.45096,52.7343,1,0.0335368,-0.0227657,28.9757,-1.88966,-1.99064,63.9907
1,-37.3803,-17.1616,594.885,-0.380748,-0.584067,19.3901,-46.3579,-56.3884,1899.99,0.00555381,-0.581471,19.3714,1,-0.0112115,-0.703429,46.434,-3.35398,-0.718475,25.3249
1,-2.61202,38.9711,594.585,1.06955,1.09151,17.1596,101.001,124.501,1936.97,1.45634,1.08967,17.1086,1,-0.810299,1.70808,26.0852,-2.11066,1.77982,24.6474
1,-33.1344,-14.7576,594.838,-0.508454,-1.04119,31.8535,-43.8292,-57.3779,1899.99,-0.121955,-1.03895,31.8339,1,0.476304,-0.174696,29.0222,-4.28699,-0.972438,38.4904
